"filename","cost","incidence","replicate","tau","vhi","alpha","expt"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_113",41284,50,113,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_114",0,7,114,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_115",2039.6551724138,16,115,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_116",47311.4942528736,140,116,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_117",713.409961685827,7,117,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_118",4061.30268199234,8,118,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_119",2681.99233716475,7,119,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_12",1685.82375478927,7,12,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_120",0,17,120,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_121",11138.7228607918,14,121,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_122",2708.8122605364,7,122,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_123",17048.0842911877,31,123,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_124",6283.52490421456,7,124,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_125",6636.0153256705,9,125,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_126",43641.7624521073,15,126,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_127",62929.69348659,93,127,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_128",1609.19540229885,9,128,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_129",888554.332056194,1880,129,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_13",11494.2528735632,8,13,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_130",8679.43805874842,32,130,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_131",6484.09961685825,7,131,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_132",74479.8212005109,93,132,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_133",31653.2567049809,7,133,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_134",0,8,134,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_135",6256797.02426565,14055,135,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_136",911.877394636012,17,136,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_137",1620.68965517241,8,137,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_138",7049.80842911876,7,138,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_139",75854.6309067688,63,139,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_14",30091.9540229885,9,14,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_140",0,9,140,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_141",18254.7892720307,16,141,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_142",20347.5095785441,15,142,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_143",15540.2298850575,9,143,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_144",3178.35249042145,16,144,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_145",8216.47509578543,7,145,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_146",6360.153256705,8,146,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_149",11111.1111111111,7,149,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_15",446272.605363985,846,15,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_150",0,9,150,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_151",17617.6245210728,24,151,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_152",3302.68199233717,16,152,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_153",245142.337164751,342,153,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_154",0,9,154,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_155",18045.9770114943,8,155,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_156",47751.9157088123,56,156,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_157",4168.58237547892,7,157,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_158",7056.51340996166,40,158,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_159",2571.34099616858,9,159,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_16",17539.5210727969,45,16,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_160",5546.3601532567,9,160,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_161",0,8,161,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_164",341549.859514687,329,164,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_165",3598.51851851852,8,165,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_166",633660.835249042,1203,166,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_167",34680.0766283525,56,167,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_168",3394641.34418902,4979,168,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_169",238027.458492976,409,169,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_17",29524.9042145594,80,17,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_170",159916.666666667,247,170,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_171",14228.3524904215,33,171,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_172",273842.030651341,649,172,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_173",57588.122605364,16,173,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_174",27822.6053639847,58,174,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_175",17532.5670498084,15,175,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_176",10979.5657726692,32,176,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_177",20851.3409961686,9,177,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_178",3065.13409961686,32,178,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_179",15563.2183908046,25,179,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_18",36215.1979565772,7,18,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_180",0,9,180,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_181",224372.426564496,139,181,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_182",21310.6002554279,83,182,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_183",2002.29501915709,8,183,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_184",12310.3448275862,17,184,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_185",21325.6704980843,9,185,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_186",8969.47637292466,8,186,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_187",7708.8122605364,40,187,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_188",29941.251596424,24,188,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_189",13936.398467433,17,189,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_19",1264.36781609195,7,19,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_190",58885.5747126437,40,190,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_191",15396.5517241379,16,191,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_192",2061.30268199234,32,192,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_193",23996.9859514687,23,193,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_194",1965.51724137931,7,194,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_195",5659.38697318007,16,195,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_196",11195.5938697318,40,196,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_197",95340.0383141762,80,197,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_198",1421.45593869732,7,198,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_199",126168.37164751,455,199,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_2",2122.60536398468,8,2,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.4_vhi_75_alpha_vacc_05/replicate_20",4458.62068965517,7,20,0.4,75,5,"tau_0.4_vhi_75_alpha_vacc_05"
